course_code,course_title,subject,subject_name,course_number
ARTHIST 245,The Art of Majesty: Tudors and Stuarts,ARTHIST,Art History,245
ARTHIST 246,Global History of Photography,ARTHIST,Art History,246
ARTHIST 247,Special Topic,ARTHIST,Art History,247
ARTHIST 248,Special Topic: Who am I?: Photography and the Construction of Identity,ARTHIST,Art History,248
ARTHIST 249,Special Topic: Art and Fashion,ARTHIST,Art History,249
ARTHIST 310,Modernism and Design,ARTHIST,Art History,310
ARTHIST 317,"Pacific Perspectives: Art, Identity and Social Change",ARTHIST,Art History,317
ARTHIST 321,Art and Revolution 1750-1850,ARTHIST,Art History,321
ARTHIST 324,Power and Piety: The Baroque,ARTHIST,Art History,324
ARTHIST 325,Imaging the Renaissance,ARTHIST,Art History,325
ARTHIST 329,Special Topic: Exploring New Zealand Art in Collections,ARTHIST,Art History,329
ARTHIST 331,Framing the Viewer: 20th Century Art,ARTHIST,Art History,331
ARTHIST 332,Art Crime,ARTHIST,Art History,332
ARTHIST 333,The Art of Gender Politics,ARTHIST,Art History,333
ARTHIST 334,Ways of Seeing Contemporary Art,ARTHIST,Art History,334
ARTHIST 335,Contemporary Art in Aotearoa NZ,ARTHIST,Art History,335
ARTHIST 336,Artists and Patrons in Renaissance Italy,ARTHIST,Art History,336
ARTHIST 338,Māori Art History: Mana Taonga,ARTHIST,Art History,338
ARTHIST 345,The Art of Majesty: Tudors and Stuarts,ARTHIST,Art History,345
ARTHIST 346,Global History of Photography,ARTHIST,Art History,346
ARTHIST 348,Special Topic: Who am I?: Photography and the Construction of Identity,ARTHIST,Art History,348
ARTHIST 349,Special Topic: Art and Fashion,ARTHIST,Art History,349
ARTHIST 700,"Participation, Collaboration, and Photography",ARTHIST,Art History,700
ARTHIST 700A,"Participation, Collaboration, and Photography",ARTHIST,Art History,700A
ARTHIST 700B,"Participation, Collaboration, and Photography",ARTHIST,Art History,700B
ARTHIST 701,Art for the City and the Court,ARTHIST,Art History,701
ARTHIST 701A,Art for the City and the Court,ARTHIST,Art History,701A
ARTHIST 701B,Art for the City and the Court,ARTHIST,Art History,701B
ARTHIST 715,Special Topic,ARTHIST,Art History,715
ARTHIST 722,Rembrandt and the Dutch Golden Age,ARTHIST,Art History,722
ARTHIST 722A,Rembrandt and the Dutch Golden Age,ARTHIST,Art History,722A
ARTHIST 722B,Rembrandt and the Dutch Golden Age,ARTHIST,Art History,722B
ARTHIST 725,Concepts in Contemporary Art,ARTHIST,Art History,725
ARTHIST 725A,Concepts in Contemporary Art,ARTHIST,Art History,725A
ARTHIST 725B,Concepts in Contemporary Art,ARTHIST,Art History,725B
ARTHIST 726,Special Study,ARTHIST,Art History,726
ARTHIST 727,Art in Context: Study Abroad,ARTHIST,Art History,727
ARTHIST 728,Special Topic,ARTHIST,Art History,728
ARTHIST 728A,Special Topic,ARTHIST,Art History,728A
ARTHIST 728B,Special Topic,ARTHIST,Art History,728B
ARTHIST 730,Exploring Pacific Art,ARTHIST,Art History,730
ARTHIST 730A,Exploring Pacific Art,ARTHIST,Art History,730A
ARTHIST 730B,Exploring Pacific Art,ARTHIST,Art History,730B
ARTHIST 731,Sites of Resistance,ARTHIST,Art History,731
ARTHIST 732,Topics in Pacific Art and Visual Culture,ARTHIST,Art History,732
ARTHIST 733,Special Topic,ARTHIST,Art History,733
ARTHIST 734,Art Writing and Curatorial Practice,ARTHIST,Art History,734
ARTHIST 734A,Art Writing and Curatorial Practice,ARTHIST,Art History,734A
ARTHIST 734B,Art Writing and Curatorial Practice,ARTHIST,Art History,734B
ARTHIST 737,Special Topic,ARTHIST,Art History,737
ARTHIST 738,Special Topic,ARTHIST,Art History,738
ARTHIST 738A,Special Topic,ARTHIST,Art History,738A
ARTHIST 738B,Special Topic,ARTHIST,Art History,738B
ARTHIST 790,Research Project,ARTHIST,Art History,790
ARTHIST 790A,Research Project,ARTHIST,Art History,790A
ARTHIST 790B,Research Project,ARTHIST,Art History,790B
ARTHIST 791,Dissertation,ARTHIST,Art History,791
ARTHIST 791A,Dissertation,ARTHIST,Art History,791A
ARTHIST 791B,Dissertation,ARTHIST,Art History,791B
ARTHIST 792,Dissertation,ARTHIST,Art History,792
ARTHIST 792A,Dissertation,ARTHIST,Art History,792A
ARTHIST 792B,Dissertation,ARTHIST,Art History,792B
ARTHIST 793,Research Essay,ARTHIST,Art History,793
ARTHIST 793A,Research Essay,ARTHIST,Art History,793A
ARTHIST 793B,Research Essay,ARTHIST,Art History,793B
ARTHIST 795A,Research Portfolio,ARTHIST,Art History,795A
ARTHIST 795B,Research Portfolio,ARTHIST,Art History,795B
ARTHIST 796A,Thesis,ARTHIST,Art History,796A
ARTHIST 796B,Thesis,ARTHIST,Art History,796B
ARTSCHOL 100A,Arts Scholars 1,ARTSCHOL,Arts Scholars,100A
ARTSCHOL 100B,Arts Scholars 1,ARTSCHOL,Arts Scholars,100B
ARTSCHOL 200A,Arts Scholars 2,ARTSCHOL,Arts Scholars,200A
ARTSCHOL 200B,Arts Scholars 2,ARTSCHOL,Arts Scholars,200B
ARTSCHOL 300A,Arts Scholars 3,ARTSCHOL,Arts Scholars,300A
ARTSCHOL 300B,Arts Scholars 3,ARTSCHOL,Arts Scholars,300B
ARTSGEN 103,Ko Wai Tātou? Who Are We?,ARTSGEN,Arts General,103
ARTSGEN 104,Te Pārekereke,ARTSGEN,Arts General,104
ARTSGEN 300,Directed Study,ARTSGEN,Arts General,300
ARTSGEN 740,Research Essay,ARTSGEN,Arts General,740
ARTSGEN 740A,Research Essay,ARTSGEN,Arts General,740A
ARTSGEN 740B,Research Essay,ARTSGEN,Arts General,740B
ARTSGEN 777,Special Language Studies 1,ARTSGEN,Arts General,777
ARTSGEN 778,Special Language Studies 2,ARTSGEN,Arts General,778
ARTSGEN 780,Research Essay,ARTSGEN,Arts General,780
ARTSGEN 780A,Research Essay,ARTSGEN,Arts General,780A
ARTSGEN 780B,Research Essay,ARTSGEN,Arts General,780B
ARTSGEN 792,Dissertation,ARTSGEN,Arts General,792
ARTSGEN 792A,Dissertation,ARTSGEN,Arts General,792A
ARTSGEN 792B,Dissertation,ARTSGEN,Arts General,792B
ARTSGEN 794A,Thesis,ARTSGEN,Arts General,794A
ARTSGEN 794B,Thesis,ARTSGEN,Arts General,794B
ARTSGEN 796A,Thesis,ARTSGEN,Arts General,796A
ARTSGEN 796B,Thesis,ARTSGEN,Arts General,796B
ARTSGEN 797A,Research Portfolio,ARTSGEN,Arts General,797A
ARTSGEN 797B,Research Portfolio,ARTSGEN,Arts General,797B
ARTSGEN 92F,Introduction to Arts and Humanities,ARTSGEN,Arts General,92F
ASIAN 100,Images of Asia,ASIAN,Asian Studies,100
ASIAN 140,New Zealand and Asia,ASIAN,Asian Studies,140
ASIAN 200,Asian Identities,ASIAN,Asian Studies,200
ASIAN 202,Special Topic,ASIAN,Asian Studies,202
ASIAN 203,Special Topic,ASIAN,Asian Studies,203
ASIAN 204,Asian Diasporas,ASIAN,Asian Studies,204
ASIAN 209,Transnational Asia: Korea and its Neighbours,ASIAN,Asian Studies,209
ASIAN 300,Special Study,ASIAN,Asian Studies,300
ASIAN 302,Asian Diasporas,ASIAN,Asian Studies,302
ASIAN 303,Asian Identities,ASIAN,Asian Studies,303
ASIAN 304,Special Topic,ASIAN,Asian Studies,304
ASIAN 309,Transnational Asia: Korea and its Neighbours,ASIAN,Asian Studies,309
ASIAN 702,Approaches to Research in Asian Studies,ASIAN,Asian Studies,702
ASIAN 708,Religion in Modern Japanese Society,ASIAN,Asian Studies,708
ASIAN 710,Translation Project,ASIAN,Asian Studies,710
ASIAN 711,Research Project in Translation,ASIAN,Asian Studies,711
ASIAN 712,Dissertation on Translation,ASIAN,Asian Studies,712
ASIAN 752,A Course-linked Research Topic,ASIAN,Asian Studies,752
ASIAN 754,Special Topic,ASIAN,Asian Studies,754
ASIAN 755,Directed Study,ASIAN,Asian Studies,755
ASIAN 756,Directed Study,ASIAN,Asian Studies,756
ASIAN 757,Research Essay,ASIAN,Asian Studies,757
ASIAN 758,Research Essay,ASIAN,Asian Studies,758
ASIAN 758A,Research Essay,ASIAN,Asian Studies,758A
ASIAN 758B,Research Essay,ASIAN,Asian Studies,758B
ASIAN 759,Research Essay,ASIAN,Asian Studies,759
ASIAN 780,Research Project,ASIAN,Asian Studies,780
ASIAN 780A,Research Project,ASIAN,Asian Studies,780A
ASIAN 780B,Research Project,ASIAN,Asian Studies,780B
ASIAN 791,Dissertation,ASIAN,Asian Studies,791
ASIAN 791A,Dissertation,ASIAN,Asian Studies,791A
ASIAN 791B,Dissertation,ASIAN,Asian Studies,791B
ASIAN 792A,Dissertation,ASIAN,Asian Studies,792A
ASIAN 792B,Dissertation,ASIAN,Asian Studies,792B
ASIAN 793A,Thesis,ASIAN,Asian Studies,793A
ASIAN 793B,Thesis,ASIAN,Asian Studies,793B
ASIAN 796A,Thesis,ASIAN,Asian Studies,796A
ASIAN 796B,Thesis,ASIAN,Asian Studies,796B
ASIAN 797A,Research Portfolio,ASIAN,Asian Studies,797A
ASIAN 797B,Research Portfolio,ASIAN,Asian Studies,797B
ASTRO 100,"Planets, Stars and Galaxies",ASTRO,Astrosciences,100
ASTRO 100G,"Planets, Stars and Galaxies",ASTRO,Astrosciences,100G
ASTRO 110,Introduction to Rocket Science,ASTRO,Astrosciences,110
ASTRO 200,Astrobiology,ASTRO,Astrosciences,200
ASTRO 200G,Astrobiology,ASTRO,Astrosciences,200G
ASTRO 720,Planetary Science,ASTRO,Astrosciences,720
AUDIOL (701),"Sound, Sensation and Perception ** available as of 01/01/2027",AUDIOL,Audiology,(701)
AUDIOL (702),Foundations of Diagnostic Audiology ** available as of 01/01/2027,AUDIOL,Audiology,(702)
AUDIOL (704),Neuroaudiology and Advanced Diagnostics ** available as of 01/01/2027,AUDIOL,Audiology,(704)
AUDIOL (706),"Hearing, Balance and Communities ** available as of 01/11/2026",AUDIOL,Audiology,(706)
AUDIOL (713),Medical Audiology ** available as of 01/01/2027,AUDIOL,Audiology,(713)
AUDIOL (714),Auditory Rehabilitation ** available as of 01/01/2027,AUDIOL,Audiology,(714)
AUDIOL 701,Auditory Neuroscience,AUDIOL,Audiology,701
AUDIOL 702,Basic Diagnostic Audiology,AUDIOL,Audiology,702
AUDIOL 704,Central Auditory Function,AUDIOL,Audiology,704
AUDIOL 713,Clinical Otolaryngology and Related Sciences,AUDIOL,Audiology,713
AUDIOL 714,Hearing Aids and Other Devices for the Hearing Impaired,AUDIOL,Audiology,714
AUDIOL 715,Physics and Acoustics for Audiology,AUDIOL,Audiology,715
AUDIOL 716A,Clinical Practicum I,AUDIOL,Audiology,716A
AUDIOL 716B,Clinical Practicum I,AUDIOL,Audiology,716B
AUDIOL 718A,Clinical Practicum II,AUDIOL,Audiology,718A
AUDIOL 718B,Clinical Practicum II,AUDIOL,Audiology,718B
AUDIOL 796A,Thesis,AUDIOL,Audiology,796A
AUDIOL 796B,Thesis,AUDIOL,Audiology,796B
BIOENG 721,Physics of Physiology,BIOENG,Bioengineering,721
BIOENG 741,The Bioengineering Toolbox,BIOENG,Bioengineering,741
BIOENG 789,Bioengineering Research Project,BIOENG,Bioengineering,789
BIOENG 796A,ME Thesis (Bioengineering),BIOENG,Bioengineering,796A
BIOENG 796B,ME Thesis (Bioengineering),BIOENG,Bioengineering,796B
BIOINF 789A,Dissertation,BIOINF,Bioinformatics,789A
BIOINF 789B,Dissertation,BIOINF,Bioinformatics,789B
BIOINF 796A,MSc Thesis in Bioinformatics,BIOINF,Bioinformatics,796A
BIOINF 796B,MSc Thesis in Bioinformatics,BIOINF,Bioinformatics,796B
BIOMED (101),Biomedical Beginnings ** available as of 01/11/2026,BIOMED,Biomedical Science,(101)
BIOMED (201),Energy Metabolism and Disease ** available as of 01/11/2026,BIOMED,Biomedical Science,(201)
BIOMED (202),Body in Balance ** available as of 01/11/2026,BIOMED,Biomedical Science,(202)
BIOMED (203),Genes and Development ** available as of 01/11/2026,BIOMED,Biomedical Science,(203)
BIOMED (204),Infection and Immunity ** available as of 01/11/2026,BIOMED,Biomedical Science,(204)
BIOMED (205),Integrated View of Disease ** available as of 01/11/2026,BIOMED,Biomedical Science,(205)
BIOMED (301),Data-Driven Discovery ** available as of 01/11/2026,BIOMED,Biomedical Science,(301)
BIOMED (302),Diagnosis to Intervention ** available as of 01/11/2026,BIOMED,Biomedical Science,(302)
BIOMED (303),Bench to Bedside ** available as of 01/11/2026,BIOMED,Biomedical Science,(303)
BIOMED (398),Biomedical Futures ** available as of 01/11/2026,BIOMED,Biomedical Science,(398)
BIOMED 399,Capstone: Biomedical Science,BIOMED,Biomedical Science,399
BIOMENG 221,Mechanics of Engineered and Biological Materials,BIOMENG,Biomedical Engineering,221
BIOMENG 241,Instrumentation and Design,BIOMENG,Biomedical Engineering,241
BIOMENG 261,Tissue and Biomolecular Engineering,BIOMENG,Biomedical Engineering,261
BIOMENG 299,Workshop Practice,BIOMENG,Biomedical Engineering,299
BIOMENG 321,Continuum Modelling in Bioengineering,BIOMENG,Biomedical Engineering,321
BIOMENG 341,Bioinstrumentation and Design,BIOMENG,Biomedical Engineering,341
BIOMENG 771,Musculoskeletal and Orthopaedic Biomechanics,BIOMENG,Biomedical Engineering,771
BIOMENG 791,Advanced Biomedical Engineering Design,BIOMENG,Biomedical Engineering,791
BIOMENG 792,Special Topic,BIOMENG,Biomedical Engineering,792
BIOMENG 793,Special Topic,BIOMENG,Biomedical Engineering,793
BIOMENG 794,Special Topic,BIOMENG,Biomedical Engineering,794
BIOSCI (358),Nutrition Science ** available as of 01/01/2027,BIOSCI,Biological Sciences,(358)
BIOSCI 100,Antarctica: The Frozen Continent,BIOSCI,Biological Sciences,100
BIOSCI 100G,Antarctica: The Frozen Continent,BIOSCI,Biological Sciences,100G
BIOSCI 101,Life! Origins and Mechanisms,BIOSCI,Biological Sciences,101
BIOSCI 106,Molecules of Life,BIOSCI,Biological Sciences,106
BIOSCI 107,Biology for Biomedical Science: Cellular Processes,BIOSCI,Biological Sciences,107
BIOSCI 108,Biodiversity: Patterns of Life,BIOSCI,Biological Sciences,108
BIOSCI 109,Ecology and Evolution: The Continuum of Life,BIOSCI,Biological Sciences,109
BIOSCI 201,Cellular and Molecular Biology,BIOSCI,Biological Sciences,201
BIOSCI 202,Genetics,BIOSCI,Biological Sciences,202
BIOSCI 203,Biochemistry,BIOSCI,Biological Sciences,203
BIOSCI 204,Principles of Microbiology,BIOSCI,Biological Sciences,204
BIOSCI 205,"Plant, Cell and Environment",BIOSCI,Biological Sciences,205
BIOSCI 206,Principles of Ecology,BIOSCI,Biological Sciences,206
BIOSCI 207,Adaptive Form and Function,BIOSCI,Biological Sciences,207
BIOSCI 208,Invertebrate Diversity,BIOSCI,Biological Sciences,208
BIOSCI 210,Evolution and the Origin of Life,BIOSCI,Biological Sciences,210
BIOSCI 220,Quantitative Biology,BIOSCI,Biological Sciences,220
BIOSCI 300,Directed Study,BIOSCI,Biological Sciences,300
BIOSCI 322,"Evolution of Genes, Populations and Species",BIOSCI,Biological Sciences,322
BIOSCI 324,Plant Pathology and Symbiosis,BIOSCI,Biological Sciences,324
BIOSCI 325,Plant Diversity and Function,BIOSCI,Biological Sciences,325
BIOSCI 326,Plant Biotechnology for Crops and Health,BIOSCI,Biological Sciences,326
BIOSCI 333,Marine Ecology and Conservation,BIOSCI,Biological Sciences,333
BIOSCI 334,Biology of Marine Organisms,BIOSCI,Biological Sciences,334
BIOSCI 335,Ecological Physiology,BIOSCI,Biological Sciences,335
BIOSCI 337,Animal Behaviour,BIOSCI,Biological Sciences,337
BIOSCI 338,Biology of Terrestrial Animals,BIOSCI,Biological Sciences,338
BIOSCI 347,Environmental Microbiology and Biotechnology,BIOSCI,Biological Sciences,347
BIOSCI 348,Applied Microbiology,BIOSCI,Biological Sciences,348
BIOSCI 349,Biomedical Microbiology,BIOSCI,Biological Sciences,349
BIOSCI 350,Molecular Bioscience,BIOSCI,Biological Sciences,350
BIOSCI 351,Molecular Genetics,BIOSCI,Biological Sciences,351
BIOSCI 353,Cellular Bioscience,BIOSCI,Biological Sciences,353
BIOSCI 355,Genomics and Genome Biology,BIOSCI,Biological Sciences,355
BIOSCI 356,Developmental Biology and Cancer,BIOSCI,Biological Sciences,356
BIOSCI 358,Nutritional Science,BIOSCI,Biological Sciences,358
BIOSCI 394,Terrestrial Ecology and Conservation,BIOSCI,Biological Sciences,394
BIOSCI 395,Pacific Biogeography and Biodiversity,BIOSCI,Biological Sciences,395
BIOSCI 399,Capstone: Biology: The Science of the 21st Century,BIOSCI,Biological Sciences,399
BIOSCI 700,Phylogenetics,BIOSCI,Biological Sciences,700
BIOSCI 701,Practical Approaches in Genomics,BIOSCI,Biological Sciences,701
BIOSCI 702,Modelling Biological Processes,BIOSCI,Biological Sciences,702
BIOSCI 704,Practical Applications of Cell Analysis - Level 9,BIOSCI,Biological Sciences,704
BIOSCI 724,Marine Ecology,BIOSCI,Biological Sciences,724
BIOSCI 725,Ecological Physiology,BIOSCI,Biological Sciences,725
BIOSCI 729,Evolutionary Biology,BIOSCI,Biological Sciences,729
BIOSCI 730,Entomology,BIOSCI,Biological Sciences,730
BIOSCI 731,Biogeography,BIOSCI,Biological Sciences,731
BIOSCI 733,Molecular Evolution and Conservation Genomics,BIOSCI,Biological Sciences,733
BIOSCI 734,Terrestrial Plant Ecology,BIOSCI,Biological Sciences,734
BIOSCI 735,Advanced Behavioural Ecology,BIOSCI,Biological Sciences,735
BIOSCI 736,Synthetic Biology,BIOSCI,Biological Sciences,736
BIOSCI 737,High Resolution Imaging of Biological Molecules,BIOSCI,Biological Sciences,737
BIOSCI 738,Advanced Biological Data Analysis,BIOSCI,Biological Sciences,738
BIOSCI 739,Dialogues in Biology,BIOSCI,Biological Sciences,739
BIOSCI 741,Applied Microbiology and Biotechnology,BIOSCI,Biological Sciences,741
BIOSCI 746,The Molecular Machinery of The Cell,BIOSCI,Biological Sciences,746
BIOSCI 747,Biosecurity and Invasion Biology,BIOSCI,Biological Sciences,747
BIOSCI 748,Weed and Pest Management,BIOSCI,Biological Sciences,748
BIOSCI 749,Microbiomes,BIOSCI,Biological Sciences,749
BIOSCI 751,Plant-microbial Interactions,BIOSCI,Biological Sciences,751
BIOSCI 752,Applied Plant Biotechnology,BIOSCI,Biological Sciences,752
BIOSCI 753,Synthesis of Plant Products and Foods,BIOSCI,Biological Sciences,753
BIOSCI 755,Genomics and Gene Expression,BIOSCI,Biological Sciences,755
BIOSCI 757,"Molecular Form, Function and Design",BIOSCI,Biological Sciences,757
BIOSCI 758,"Development, Differentiation and Disease",BIOSCI,Biological Sciences,758
BIOSCI 759,Cell and Molecular Biomedicine,BIOSCI,Biological Sciences,759
BIOSCI 760,Biosystematics,BIOSCI,Biological Sciences,760
BIOSCI 761,Research Practice - Level 9,BIOSCI,Biological Sciences,761
BIOSCI 762,BSc(Hons) Dissertation Proposal - Level 9,BIOSCI,Biological Sciences,762
BIOSCI 763,Professional Applications of Ecology,BIOSCI,Biological Sciences,763
BIOSCI 764,Human Virology,BIOSCI,Biological Sciences,764
BIOSCI 765,Translating Biomedical Science into Therapeutic Strategies,BIOSCI,Biological Sciences,765
BIOSCI 766,Global Change Ecology,BIOSCI,Biological Sciences,766
BIOSCI 768,Practical Gene Editing in Plants - Level 9,BIOSCI,Biological Sciences,768
BIOSCI 769,Directed Study,BIOSCI,Biological Sciences,769
BIOSCI 788,BSc(Hons) Dissertation in Biological Sciences,BIOSCI,Biological Sciences,788
BIOSCI 788A,BSc(Hons) Dissertation in Biological Sciences,BIOSCI,Biological Sciences,788A
BIOSCI 788B,BSc(Hons) Dissertation in Biological Sciences,BIOSCI,Biological Sciences,788B
BIOSCI 793,Dissertation,BIOSCI,Biological Sciences,793
BIOSCI 793A,Dissertation,BIOSCI,Biological Sciences,793A
BIOSCI 793B,Dissertation,BIOSCI,Biological Sciences,793B
BIOSCI 796A,MSc Thesis in Biological Sciences,BIOSCI,Biological Sciences,796A
BIOSCI 796B,MSc Thesis in Biological Sciences,BIOSCI,Biological Sciences,796B
BIOSEC 796A,Thesis in Biosecurity and Conservation,BIOSEC,Biosecurity and Conservation,796A
BIOSEC 796B,Thesis in Biosecurity and Conservation,BIOSEC,Biosecurity and Conservation,796B
BIOTECH 788,BSc(Hons) Dissertation in Biotechnology,BIOTECH,Biotechnology,788
BIOTECH 788A,BSc(Hons) Dissertation in Biotechnology,BIOTECH,Biotechnology,788A
BIOTECH 788B,BSc(Hons) Dissertation in Biotechnology,BIOTECH,Biotechnology,788B
BIOTECH 792,Dissertation,BIOTECH,Biotechnology,792
BIOTECH 792A,Dissertation,BIOTECH,Biotechnology,792A
BIOTECH 792B,Dissertation,BIOTECH,Biotechnology,792B
BIOTECH 793,Dissertation,BIOTECH,Biotechnology,793
BIOTECH 793A,Dissertation,BIOTECH,Biotechnology,793A
BIOTECH 793B,Dissertation,BIOTECH,Biotechnology,793B
BIOTECH 794A,MSc Thesis in Biotechnology,BIOTECH,Biotechnology,794A
BIOTECH 794B,MSc Thesis in Biotechnology,BIOTECH,Biotechnology,794B
BLTENV 101,"People, Place and Design Studio",BLTENV,Built Environment,101
BLTENV 102,Environmental and Social Justice,BLTENV,Built Environment,102
BLTENV 103,Media for Spatial Practices,BLTENV,Built Environment,103
BUSACT 701,Commercial and Corporate Law,BUSACT,Business Accounting,701
BUSACT 702,Accounting Information Systems,BUSACT,Business Accounting,702
BUSACT 703,Taxation for Business,BUSACT,Business Accounting,703
BUSACT 704,Auditing for Business,BUSACT,Business Accounting,704
BUSACT 705,Capstone Project for MProfAcctg - Level 9,BUSACT,Business Accounting,705
BUSACT 731,Financial Reporting,BUSACT,Business Accounting,731
BUSACT 732,Business Finance,BUSACT,Business Accounting,732
BUSACT 734,Strategic Management Accounting,BUSACT,Business Accounting,734
BUSAN 101,Data Visualisation Essentials,BUSAN,Business Analytics,101
BUSAN 200,Business Analytics,BUSAN,Business Analytics,200
BUSAN 201,Data Management,BUSAN,Business Analytics,201
BUSAN 300,Data Wrangling and Big Data,BUSAN,Business Analytics,300
